ForecastId,ConfirmedCases,Fatalities
3434,544.0,0.0
3435,544.0,0.0
3436,544.0,0.0
3437,544.0,0.0
3438,544.0,0.0
3439,544.0,0.0
3440,544.0,0.0
3441,151.0,0.0
3442,67801.0,0.0
3443,135.0,0.0
3444,492.0,0.0
3445,136.0,0.0
3446,138.0,0.0
3447,182.0,6.0
3448,137.0,0.0
3449,76.0,0.0
3450,18.0,0.0
3451,138.0,0.0
3452,1019.0,0.0
3453,544.0,0.0
3454,544.0,0.0
3455,544.0,0.0
3456,544.0,0.0
3457,544.0,0.0
3458,544.0,0.0
3459,544.0,0.0
3460,544.0,0.0
3461,544.0,0.0
3462,544.0,0.0
3463,544.0,0.0
3464,544.0,0.0
3465,544.0,0.0
3466,544.0,0.0
3467,544.0,0.0
3468,544.0,0.0
3469,544.0,0.0
3470,544.0,0.0
3471,544.0,0.0
3472,544.0,0.0
3473,544.0,0.0
3474,544.0,0.0
3475,544.0,0.0
3476,544.0,0.0
3477,544.0,0.0
3478,544.0,0.0
3479,544.0,0.0
3480,544.0,0.0
3481,544.0,0.0
3482,544.0,0.0
3483,544.0,0.0
3484,151.0,0.0
3485,67801.0,0.0
3486,135.0,0.0
3487,492.0,0.0
3488,136.0,0.0
3489,138.0,0.0
3490,182.0,6.0
3491,137.0,0.0
3492,76.0,0.0
3493,18.0,0.0
3494,138.0,0.0
3495,1019.0,0.0
3496,544.0,0.0
3497,544.0,0.0
3498,544.0,0.0
3499,544.0,0.0
3500,544.0,0.0
3501,544.0,0.0
3502,544.0,0.0
3503,544.0,0.0
3504,544.0,0.0
3505,544.0,0.0
3506,544.0,0.0
3507,544.0,0.0
3508,544.0,0.0
3509,544.0,0.0
3510,544.0,0.0
3511,544.0,0.0
3512,544.0,0.0
3513,544.0,0.0
3514,544.0,0.0
3515,544.0,0.0
3516,544.0,0.0
3517,544.0,0.0
3518,544.0,0.0
3519,544.0,0.0
3520,544.0,0.0
3521,544.0,0.0
3522,544.0,0.0
3523,544.0,0.0
3524,544.0,0.0
3525,544.0,0.0
3526,544.0,0.0
3527,151.0,0.0
3528,67801.0,0.0
3529,135.0,0.0
3530,492.0,0.0
3531,136.0,0.0
3532,138.0,0.0
3533,182.0,6.0
3534,137.0,0.0
3535,76.0,0.0
3536,18.0,0.0
3537,138.0,0.0
3538,1019.0,0.0
3539,544.0,0.0
3540,544.0,0.0
3541,544.0,0.0
3542,544.0,0.0
3543,544.0,0.0
3544,544.0,0.0
3545,544.0,0.0
3546,544.0,0.0
3547,544.0,0.0
3548,544.0,0.0
3549,544.0,0.0
3550,544.0,0.0
3551,544.0,0.0
3552,544.0,0.0
3553,544.0,0.0
3554,544.0,0.0
3555,544.0,0.0
3556,544.0,0.0
3557,544.0,0.0
3558,544.0,0.0
3559,544.0,0.0
3560,544.0,0.0
3561,544.0,0.0
3562,544.0,0.0
3563,544.0,0.0
3564,544.0,0.0
3565,544.0,0.0
3566,544.0,0.0
3567,544.0,0.0
3568,544.0,0.0
3569,544.0,0.0
3570,151.0,0.0
3571,67801.0,0.0
3572,135.0,0.0
3573,492.0,0.0
3574,136.0,0.0
3575,138.0,0.0
3576,182.0,6.0
3577,137.0,0.0
3578,76.0,0.0
3579,18.0,0.0
3580,138.0,0.0
3581,1019.0,0.0
3582,544.0,0.0
3583,544.0,0.0
3584,544.0,0.0
3585,544.0,0.0
3586,544.0,0.0
3587,544.0,0.0
3588,544.0,0.0
3589,544.0,0.0
3590,544.0,0.0
3591,544.0,0.0
3592,544.0,0.0
3593,544.0,0.0
3594,544.0,0.0
3595,544.0,0.0
3596,544.0,0.0
3597,544.0,0.0
3598,544.0,0.0
3599,544.0,0.0
3600,544.0,0.0
3601,544.0,0.0
3602,544.0,0.0
3603,544.0,0.0
3604,544.0,0.0
3605,544.0,0.0
3606,544.0,0.0
3607,544.0,0.0
3608,544.0,0.0
3609,544.0,0.0
3610,544.0,0.0
3611,544.0,0.0
3612,544.0,0.0
3613,151.0,0.0
3614,67801.0,0.0
3615,135.0,0.0
3616,492.0,0.0
3617,136.0,0.0
3618,138.0,0.0
3619,182.0,6.0
3620,137.0,0.0
3621,76.0,0.0
3622,18.0,0.0
3623,138.0,0.0
3624,1019.0,0.0
3625,544.0,0.0
3626,544.0,0.0
3627,544.0,0.0
3628,544.0,0.0
3629,544.0,0.0
3630,544.0,0.0
3631,544.0,0.0
3632,544.0,0.0
3633,544.0,0.0
3634,544.0,0.0
3635,544.0,0.0
3636,544.0,0.0
3637,544.0,0.0
3638,544.0,0.0
3639,544.0,0.0
3640,544.0,0.0
3641,544.0,0.0
3642,544.0,0.0
3643,544.0,0.0
3644,544.0,0.0
3645,544.0,0.0
3646,544.0,0.0
3647,544.0,0.0
3648,544.0,0.0
3649,544.0,0.0
3650,544.0,0.0
3651,544.0,0.0
3652,544.0,0.0
3653,544.0,0.0
3654,544.0,0.0
3655,544.0,0.0
3656,151.0,0.0
3657,67801.0,0.0
3658,135.0,0.0
3659,492.0,0.0
3660,136.0,0.0
3661,138.0,0.0
3662,182.0,6.0
3663,137.0,0.0
3664,76.0,0.0
3665,18.0,0.0
3666,138.0,0.0
3667,1019.0,0.0
3668,544.0,0.0
3669,544.0,0.0
3670,544.0,0.0
3671,544.0,0.0
3672,544.0,0.0
3673,544.0,0.0
3674,544.0,0.0
3675,544.0,0.0
3676,544.0,0.0
3677,544.0,0.0
3678,544.0,0.0
3679,544.0,0.0
3680,544.0,0.0
3681,544.0,0.0
3682,544.0,0.0
3683,544.0,0.0
3684,544.0,0.0
3685,544.0,0.0
3686,544.0,0.0
3687,544.0,0.0
3688,544.0,0.0
3689,544.0,0.0
3690,544.0,0.0
3691,544.0,0.0
3692,544.0,0.0
3693,544.0,0.0
3694,544.0,0.0
3695,544.0,0.0
3696,544.0,0.0
3697,544.0,0.0
3698,544.0,0.0
3699,151.0,0.0
3700,67801.0,0.0
3701,135.0,0.0
3702,492.0,0.0
3703,136.0,0.0
3704,138.0,0.0
3705,182.0,6.0
3706,137.0,0.0
3707,76.0,0.0
3708,18.0,0.0
3709,138.0,0.0
3710,1019.0,0.0
3711,544.0,0.0
3712,544.0,0.0
3713,544.0,0.0
3714,544.0,0.0
3715,544.0,0.0
3716,544.0,0.0
3717,544.0,0.0
3718,544.0,0.0
3719,544.0,0.0
3720,544.0,0.0
3721,544.0,0.0
3722,544.0,0.0
3723,544.0,0.0
3724,544.0,0.0
3725,544.0,0.0
3726,544.0,0.0
3727,544.0,0.0
3728,544.0,0.0
3729,544.0,0.0
3730,544.0,0.0
3731,544.0,0.0
3732,544.0,0.0
3733,544.0,0.0
3734,544.0,0.0
3735,544.0,0.0
3736,544.0,0.0
3737,544.0,0.0
3738,544.0,0.0
3739,544.0,0.0
3740,544.0,0.0
3741,544.0,0.0
3742,491.0,6.0
3743,539.0,6.0
3744,608.0,6.0
3745,702.0,10.0
3746,798.0,12.0
3747,906.0,16.0
3748,1065.0,17.0
3749,1161.0,19.0
3750,1267.0,25.0
3751,1406.0,32.0
3752,1485.0,35.0
3753,1579.0,46.0
3754,1780.0,50.0
3755,1780.0,50.0
3756,1780.0,50.0
3757,1780.0,50.0
3758,1780.0,50.0
3759,1780.0,50.0
3760,1780.0,50.0
3761,1780.0,50.0
3762,1780.0,50.0
3763,1780.0,50.0
3764,1780.0,50.0
3765,1780.0,50.0
3766,1780.0,50.0
3767,1780.0,50.0
3768,1780.0,50.0
3769,1780.0,50.0
3770,1780.0,50.0
3771,1780.0,50.0
3772,1780.0,50.0
3773,1780.0,50.0
3774,1780.0,50.0
3775,1780.0,50.0
3776,1780.0,50.0
3777,1780.0,50.0
3778,1780.0,50.0
3779,1780.0,50.0
3780,1780.0,50.0
3781,1780.0,50.0
3782,1780.0,50.0
3783,1780.0,50.0
3784,1780.0,50.0
3785,4.0,0.0
3786,4.0,0.0
3787,4.0,0.0
3788,19.0,0.0
3789,19.0,0.0
3790,19.0,0.0
3791,19.0,0.0
3792,22.0,2.0
3793,22.0,2.0
3794,22.0,2.0
3795,45.0,5.0
3796,45.0,5.0
3797,45.0,5.0
3798,45.0,5.0
3799,45.0,5.0
3800,45.0,5.0
3801,45.0,5.0
3802,45.0,5.0
3803,45.0,5.0
3804,45.0,5.0
3805,45.0,5.0
3806,45.0,5.0
3807,45.0,5.0
3808,45.0,5.0
3809,45.0,5.0
3810,45.0,5.0
3811,45.0,5.0
3812,45.0,5.0
3813,45.0,5.0
3814,45.0,5.0
3815,45.0,5.0
3816,45.0,5.0
3817,45.0,5.0
3818,45.0,5.0
3819,45.0,5.0
3820,45.0,5.0
3821,45.0,5.0
3822,45.0,5.0
3823,45.0,5.0
3824,45.0,5.0
3825,45.0,5.0
3826,45.0,5.0
3827,45.0,5.0
3828,51.0,3.0
3829,51.0,3.0
3830,65.0,6.0
3831,65.0,6.0
3832,81.0,8.0
3833,98.0,8.0
3834,109.0,9.0
3835,134.0,13.0
3836,134.0,13.0
3837,154.0,18.0
3838,154.0,18.0
3839,161.0,18.0
3840,180.0,18.0
3841,180.0,18.0
3842,180.0,18.0
3843,180.0,18.0
3844,180.0,18.0
3845,180.0,18.0
3846,180.0,18.0
3847,180.0,18.0
3848,180.0,18.0
3849,180.0,18.0
3850,180.0,18.0
3851,180.0,18.0
3852,180.0,18.0
3853,180.0,18.0
3854,180.0,18.0
3855,180.0,18.0
3856,180.0,18.0
3857,180.0,18.0
3858,180.0,18.0
3859,180.0,18.0
3860,180.0,18.0
3861,180.0,18.0
3862,180.0,18.0
3863,180.0,18.0
3864,180.0,18.0
3865,180.0,18.0
3866,180.0,18.0
3867,180.0,18.0
3868,180.0,18.0
3869,180.0,18.0
3870,180.0,18.0
3871,231.0,2.0
3872,263.0,2.0
3873,295.0,2.0
3874,314.0,2.0
3875,330.0,2.0
3876,347.0,2.0
3877,375.0,2.0
3878,396.0,2.0
3879,416.0,2.0
3880,435.0,2.0
3881,454.0,2.0
3882,467.0,2.0
3883,483.0,2.0
3884,483.0,2.0
3885,483.0,2.0
3886,483.0,2.0
3887,483.0,2.0
3888,483.0,2.0
3889,483.0,2.0
3890,483.0,2.0
3891,483.0,2.0
3892,483.0,2.0
3893,483.0,2.0
3894,483.0,2.0
3895,483.0,2.0
3896,483.0,2.0
3897,483.0,2.0
3898,483.0,2.0
3899,483.0,2.0
3900,483.0,2.0
3901,483.0,2.0
3902,483.0,2.0
3903,483.0,2.0
3904,483.0,2.0
3905,483.0,2.0
3906,483.0,2.0
3907,483.0,2.0
3908,483.0,2.0
3909,483.0,2.0
3910,483.0,2.0
3911,483.0,2.0
3912,483.0,2.0
3913,483.0,2.0
3914,96.0,0.0
3915,101.0,0.0
3916,101.0,0.0
3917,165.0,1.0
3918,168.0,1.0
3919,179.0,1.0
3920,190.0,1.0
3921,194.0,1.0
3922,218.0,1.0
3923,245.0,1.0
3924,261.0,3.0
3925,323.0,3.0
3926,349.0,3.0
3927,349.0,3.0
3928,349.0,3.0
3929,349.0,3.0
3930,349.0,3.0
3931,349.0,3.0
3932,349.0,3.0
3933,349.0,3.0
3934,349.0,3.0
3935,349.0,3.0
3936,349.0,3.0
3937,349.0,3.0
3938,349.0,3.0
3939,349.0,3.0
3940,349.0,3.0
3941,349.0,3.0
3942,349.0,3.0
3943,349.0,3.0
3944,349.0,3.0
3945,349.0,3.0
3946,349.0,3.0
3947,349.0,3.0
3948,349.0,3.0
3949,349.0,3.0
3950,349.0,3.0
3951,349.0,3.0
3952,349.0,3.0
3953,349.0,3.0
3954,349.0,3.0
3955,349.0,3.0
3956,349.0,3.0
3957,495.0,3.0
3958,586.0,3.0
3959,657.0,5.0
3960,713.0,6.0
3961,790.0,6.0
3962,867.0,6.0
3963,963.0,6.0
3964,1011.0,7.0
3965,1079.0,8.0
3966,1126.0,12.0
3967,1182.0,15.0
3968,1222.0,16.0
3969,1282.0,18.0
3970,1282.0,18.0
3971,1282.0,18.0
3972,1282.0,18.0
3973,1282.0,18.0
3974,1282.0,18.0
3975,1282.0,18.0
3976,1282.0,18.0
3977,1282.0,18.0
3978,1282.0,18.0
3979,1282.0,18.0
3980,1282.0,18.0
3981,1282.0,18.0
3982,1282.0,18.0
3983,1282.0,18.0
3984,1282.0,18.0
3985,1282.0,18.0
3986,1282.0,18.0
3987,1282.0,18.0
3988,1282.0,18.0
3989,1282.0,18.0
3990,1282.0,18.0
3991,1282.0,18.0
3992,1282.0,18.0
3993,1282.0,18.0
3994,1282.0,18.0
3995,1282.0,18.0
3996,1282.0,18.0
3997,1282.0,18.0
3998,1282.0,18.0
3999,1282.0,18.0
4000,67.0,2.0
4001,80.0,2.0
4002,119.0,3.0
4003,139.0,3.0
4004,170.0,4.0
4005,186.0,6.0
4006,212.0,6.0
4007,233.0,6.0
4008,269.0,6.0
4009,288.0,6.0
4010,320.0,8.0
4011,350.0,9.0
4012,396.0,11.0
4013,396.0,11.0
4014,396.0,11.0
4015,396.0,11.0
4016,396.0,11.0
4017,396.0,11.0
4018,396.0,11.0
4019,396.0,11.0
4020,396.0,11.0
4021,396.0,11.0
4022,396.0,11.0
4023,396.0,11.0
4024,396.0,11.0
4025,396.0,11.0
4026,396.0,11.0
4027,396.0,11.0
4028,396.0,11.0
4029,396.0,11.0
4030,396.0,11.0
4031,396.0,11.0
4032,396.0,11.0
4033,396.0,11.0
4034,396.0,11.0
4035,396.0,11.0
4036,396.0,11.0
4037,396.0,11.0
4038,396.0,11.0
4039,396.0,11.0
4040,396.0,11.0
4041,396.0,11.0
4042,396.0,11.0
4043,146.0,3.0
4044,162.0,5.0
4045,179.0,5.0
4046,214.0,5.0
4047,230.0,7.0
4048,262.0,8.0
4049,320.0,9.0
4050,356.0,10.0
4051,396.0,11.0
4052,426.0,11.0
4053,446.0,9.0
4054,465.0,9.0
4055,494.0,9.0
4056,494.0,9.0
4057,494.0,9.0
4058,494.0,9.0
4059,494.0,9.0
4060,494.0,9.0
4061,494.0,9.0
4062,494.0,9.0
4063,494.0,9.0
4064,494.0,9.0
4065,494.0,9.0
4066,494.0,9.0
4067,494.0,9.0
4068,494.0,9.0
4069,494.0,9.0
4070,494.0,9.0
4071,494.0,9.0
4072,494.0,9.0
4073,494.0,9.0
4074,494.0,9.0
4075,494.0,9.0
4076,494.0,9.0
4077,494.0,9.0
4078,494.0,9.0
4079,494.0,9.0
4080,494.0,9.0
4081,494.0,9.0
4082,494.0,9.0
4083,494.0,9.0
4084,494.0,9.0
4085,494.0,9.0
4086,1925.0,9.0
4087,2279.0,9.0
4088,2631.0,11.0
4089,2817.0,16.0
4090,3001.0,23.0
4091,3308.0,31.0
4092,3508.0,39.0
4093,3858.0,44.0
4094,4091.0,53.0
4095,4472.0,59.0
4096,4587.0,67.0
4097,4822.0,78.0
4098,5017.0,88.0
4099,5017.0,88.0
4100,5017.0,88.0
4101,5017.0,88.0
4102,5017.0,88.0
4103,5017.0,88.0
4104,5017.0,88.0
4105,5017.0,88.0
4106,5017.0,88.0
4107,5017.0,88.0
4108,5017.0,88.0
4109,5017.0,88.0
4110,5017.0,88.0
4111,5017.0,88.0
4112,5017.0,88.0
4113,5017.0,88.0
4114,5017.0,88.0
4115,5017.0,88.0
4116,5017.0,88.0
4117,5017.0,88.0
4118,5017.0,88.0
4119,5017.0,88.0
4120,5017.0,88.0
4121,5017.0,88.0
4122,5017.0,88.0
4123,5017.0,88.0
4124,5017.0,88.0
4125,5017.0,88.0
4126,5017.0,88.0
4127,5017.0,88.0
4128,5017.0,88.0
4129,1877.0,0.0
4130,2046.0,0.0
4131,155.0,0.0
4132,159.0,0.0
4133,10.0,0.0
4134,169.0,0.0
4135,10.0,0.0
4136,177.0,0.0
4137,179.0,0.0
4138,11.0,0.0
4139,4369.0,0.0
4140,183.0,0.0
4141,11.0,0.0
4142,11.0,0.0
4143,11.0,0.0
4144,11.0,0.0
4145,11.0,0.0
4146,11.0,0.0
4147,11.0,0.0
4148,11.0,0.0
4149,11.0,0.0
4150,11.0,0.0
4151,11.0,0.0
4152,11.0,0.0
4153,11.0,0.0
4154,11.0,0.0
4155,11.0,0.0
4156,11.0,0.0
4157,11.0,0.0
4158,11.0,0.0
4159,11.0,0.0
4160,11.0,0.0
4161,11.0,0.0
4162,11.0,0.0
4163,11.0,0.0
4164,11.0,0.0
4165,11.0,0.0
4166,11.0,0.0
4167,11.0,0.0
4168,11.0,0.0
4169,11.0,0.0
4170,11.0,0.0
4171,11.0,0.0
4172,1877.0,0.0
4173,2046.0,0.0
4174,155.0,0.0
4175,159.0,0.0
4176,10.0,0.0
4177,169.0,0.0
4178,10.0,0.0
4179,177.0,0.0
4180,179.0,0.0
4181,11.0,0.0
4182,4369.0,0.0
4183,183.0,0.0
4184,11.0,0.0
4185,11.0,0.0
4186,11.0,0.0
4187,11.0,0.0
4188,11.0,0.0
4189,11.0,0.0
4190,11.0,0.0
4191,11.0,0.0
4192,11.0,0.0
4193,11.0,0.0
4194,11.0,0.0
4195,11.0,0.0
4196,11.0,0.0
4197,11.0,0.0
4198,11.0,0.0
4199,11.0,0.0
4200,11.0,0.0
4201,11.0,0.0
4202,11.0,0.0
4203,11.0,0.0
4204,11.0,0.0
4205,11.0,0.0
4206,11.0,0.0
4207,11.0,0.0
4208,11.0,0.0
4209,11.0,0.0
4210,11.0,0.0
4211,11.0,0.0
4212,11.0,0.0
4213,11.0,0.0
4214,11.0,0.0
4215,1877.0,0.0
4216,2046.0,0.0
4217,155.0,0.0
4218,159.0,0.0
4219,10.0,0.0
4220,169.0,0.0
4221,10.0,0.0
4222,177.0,0.0
4223,179.0,0.0
4224,11.0,0.0
4225,4369.0,0.0
4226,183.0,0.0
4227,11.0,0.0
4228,11.0,0.0
4229,11.0,0.0
4230,11.0,0.0
4231,11.0,0.0
4232,11.0,0.0
4233,11.0,0.0
4234,11.0,0.0
4235,11.0,0.0
4236,11.0,0.0
4237,11.0,0.0
4238,11.0,0.0
4239,11.0,0.0
4240,11.0,0.0
4241,11.0,0.0
4242,11.0,0.0
4243,11.0,0.0
4244,11.0,0.0
4245,11.0,0.0
4246,11.0,0.0
4247,11.0,0.0
4248,11.0,0.0
4249,11.0,0.0
4250,11.0,0.0
4251,11.0,0.0
4252,11.0,0.0
4253,11.0,0.0
4254,11.0,0.0
4255,11.0,0.0
4256,11.0,0.0
4257,11.0,0.0
4258,712.0,10.0
4259,712.0,10.0
4260,712.0,10.0
4261,712.0,10.0
4262,712.0,10.0
4263,712.0,10.0
4264,712.0,11.0
4265,712.0,11.0
4266,712.0,11.0
4267,712.0,11.0
4268,712.0,11.0
4269,712.0,11.0
4270,712.0,11.0
4271,712.0,11.0
4272,712.0,11.0
4273,712.0,11.0
4274,712.0,11.0
4275,712.0,11.0
4276,712.0,11.0
4277,712.0,11.0
4278,712.0,11.0
4279,712.0,11.0
4280,712.0,11.0
4281,712.0,11.0
4282,712.0,11.0
4283,712.0,11.0
4284,712.0,11.0
4285,712.0,11.0
4286,712.0,11.0
4287,712.0,11.0
4288,712.0,11.0
4289,712.0,11.0
4290,712.0,11.0
4291,712.0,11.0
4292,712.0,11.0
4293,712.0,11.0
4294,712.0,11.0
4295,712.0,11.0
4296,712.0,11.0
4297,712.0,11.0
4298,712.0,11.0
4299,712.0,11.0
4300,712.0,11.0
4301,11.0,0.0
4302,12.0,0.0
4303,14.0,0.0
4304,18.0,0.0
4305,18.0,0.0
4306,30.0,0.0
4307,33.0,0.0
4308,40.0,0.0
4309,49.0,0.0
4310,50.0,0.0
4311,59.0,0.0
4312,90.0,0.0
4313,90.0,0.0
4314,90.0,0.0
4315,90.0,0.0
4316,90.0,0.0
4317,90.0,0.0
4318,90.0,0.0
4319,90.0,0.0
4320,90.0,0.0
4321,90.0,0.0
4322,90.0,0.0
4323,90.0,0.0
4324,90.0,0.0
4325,90.0,0.0
4326,90.0,0.0
4327,90.0,0.0
4328,90.0,0.0
4329,90.0,0.0
4330,90.0,0.0
4331,90.0,0.0
4332,90.0,0.0
4333,90.0,0.0
4334,90.0,0.0
4335,90.0,0.0
4336,90.0,0.0
4337,90.0,0.0
4338,90.0,0.0
4339,90.0,0.0
4340,90.0,0.0
4341,90.0,0.0
4342,90.0,0.0
4343,90.0,0.0
4344,11.0,0.0
4345,11.0,0.0
4346,11.0,0.0
4347,11.0,0.0
4348,11.0,0.0
4349,12.0,0.0
4350,12.0,0.0
4351,12.0,0.0
4352,12.0,0.0
4353,14.0,0.0
4354,14.0,0.0
4355,15.0,0.0
4356,15.0,0.0
4357,15.0,0.0
4358,15.0,0.0
4359,15.0,0.0
4360,15.0,0.0
4361,15.0,0.0
4362,15.0,0.0
4363,15.0,0.0
4364,15.0,0.0
4365,15.0,0.0
4366,15.0,0.0
4367,15.0,0.0
4368,15.0,0.0
4369,15.0,0.0
4370,15.0,0.0
4371,15.0,0.0
4372,15.0,0.0
4373,15.0,0.0
4374,15.0,0.0
4375,15.0,0.0
4376,15.0,0.0
4377,15.0,0.0
4378,15.0,0.0
4379,15.0,0.0
4380,15.0,0.0
4381,15.0,0.0
4382,15.0,0.0
4383,15.0,0.0
4384,15.0,0.0
4385,15.0,0.0
4386,15.0,0.0
4387,488.0,10.0
4388,581.0,20.0
4389,719.0,28.0
4390,859.0,39.0
4391,901.0,42.0
4392,1109.0,51.0
4393,1284.0,57.0
4394,1380.0,60.0
4395,1488.0,68.0
4396,1488.0,68.0
4397,1745.0,82.0
4398,1828.0,86.0
4399,1956.0,98.0
4400,1956.0,98.0
4401,1956.0,98.0
4402,1956.0,98.0
4403,1956.0,98.0
4404,1956.0,98.0
4405,1956.0,98.0
4406,1956.0,98.0
4407,1956.0,98.0
4408,1956.0,98.0
4409,1956.0,98.0
4410,1956.0,98.0
4411,1956.0,98.0
4412,1956.0,98.0
4413,1956.0,98.0
4414,1956.0,98.0
4415,1956.0,98.0
4416,1956.0,98.0
4417,1956.0,98.0
4418,1956.0,98.0
4419,1956.0,98.0
4420,1956.0,98.0
4421,1956.0,98.0
4422,1956.0,98.0
4423,1956.0,98.0
4424,1956.0,98.0
4425,1956.0,98.0
4426,1956.0,98.0
4427,1956.0,98.0
4428,1956.0,98.0
4429,1956.0,98.0
4430,1403.0,34.0
4431,1595.0,36.0
4432,1823.0,48.0
4433,1924.0,58.0
4434,1962.0,60.0
4435,2240.0,75.0
4436,2748.0,93.0
4437,3163.0,120.0
4438,3368.0,145.0
4439,3465.0,172.0
4440,3646.0,180.0
4441,3747.0,191.0
4442,3747.0,191.0
4443,3747.0,191.0
4444,3747.0,191.0
4445,3747.0,191.0
4446,3747.0,191.0
4447,3747.0,191.0
4448,3747.0,191.0
4449,3747.0,191.0
4450,3747.0,191.0
4451,3747.0,191.0
4452,3747.0,191.0
4453,3747.0,191.0
4454,3747.0,191.0
4455,3747.0,191.0
4456,3747.0,191.0
4457,3747.0,191.0
4458,3747.0,191.0
4459,3747.0,191.0
4460,3747.0,191.0
4461,3747.0,191.0
4462,3747.0,191.0
4463,3747.0,191.0
4464,3747.0,191.0
4465,3747.0,191.0
4466,3747.0,191.0
4467,3747.0,191.0
4468,3747.0,191.0
4469,3747.0,191.0
4470,3747.0,191.0
4471,3747.0,191.0
4472,3747.0,191.0
4473,495.0,24.0
4474,536.0,30.0
4475,576.0,36.0
4476,609.0,40.0
4477,656.0,41.0
4478,710.0,46.0
4479,779.0,52.0
4480,865.0,58.0
4481,985.0,66.0
4482,1070.0,71.0
4483,1173.0,78.0
4484,1322.0,85.0
4485,1450.0,94.0
4486,1450.0,94.0
4487,1450.0,94.0
4488,1450.0,94.0
4489,1450.0,94.0
4490,1450.0,94.0
4491,1450.0,94.0
4492,1450.0,94.0
4493,1450.0,94.0
4494,1450.0,94.0
4495,1450.0,94.0
4496,1450.0,94.0
4497,1450.0,94.0
4498,1450.0,94.0
4499,1450.0,94.0
4500,1450.0,94.0
4501,1450.0,94.0
4502,1450.0,94.0
4503,1450.0,94.0
4504,1450.0,94.0
4505,1450.0,94.0
4506,1450.0,94.0
4507,1450.0,94.0
4508,1450.0,94.0
4509,1450.0,94.0
4510,1450.0,94.0
4511,1450.0,94.0
4512,1450.0,94.0
4513,1450.0,94.0
4514,1450.0,94.0
4515,1450.0,94.0
4516,13.0,0.0
4517,13.0,0.0
4518,19.0,0.0
4519,24.0,0.0
4520,30.0,0.0
4521,32.0,1.0
4522,32.0,1.0
4523,41.0,2.0
4524,46.0,2.0
4525,56.0,3.0
4526,1173.0,3.0
4527,69.0,4.0
4528,78.0,4.0
4529,78.0,4.0
4530,78.0,4.0
4531,78.0,4.0
4532,78.0,4.0
4533,78.0,4.0
4534,78.0,4.0
4535,78.0,4.0
4536,78.0,4.0
4537,78.0,4.0
4538,78.0,4.0
4539,78.0,4.0
4540,78.0,4.0
4541,78.0,4.0
4542,78.0,4.0
4543,78.0,4.0
4544,78.0,4.0
4545,78.0,4.0
4546,78.0,4.0
4547,78.0,4.0
4548,78.0,4.0
4549,78.0,4.0
4550,78.0,4.0
4551,78.0,4.0
4552,78.0,4.0
4553,78.0,4.0
4554,78.0,4.0
4555,78.0,4.0
4556,78.0,4.0
4557,78.0,4.0
4558,78.0,4.0
4559,12.0,0.0
4560,12.0,0.0
4561,12.0,0.0
4562,12.0,0.0
4563,12.0,0.0
4564,12.0,0.0
4565,15.0,0.0
4566,15.0,0.0
4567,16.0,0.0
4568,16.0,0.0
4569,16.0,0.0
4570,16.0,0.0
4571,16.0,0.0
4572,16.0,0.0
4573,16.0,0.0
4574,16.0,0.0
4575,16.0,0.0
4576,16.0,0.0
4577,16.0,0.0
4578,16.0,0.0
4579,16.0,0.0
4580,16.0,0.0
4581,16.0,0.0
4582,16.0,0.0
4583,16.0,0.0
4584,16.0,0.0
4585,16.0,0.0
4586,16.0,0.0
4587,16.0,0.0
4588,16.0,0.0
4589,16.0,0.0
4590,16.0,0.0
4591,16.0,0.0
4592,16.0,0.0
4593,16.0,0.0
4594,16.0,0.0
4595,16.0,0.0
4596,16.0,0.0
4597,16.0,0.0
4598,16.0,0.0
4599,16.0,0.0
4600,16.0,0.0
4601,16.0,0.0
4602,6.0,0.0
4603,6.0,0.0
4604,6.0,0.0
4605,12.0,0.0
4606,12.0,0.0
4607,15.0,0.0
4608,15.0,0.0
4609,22.0,0.0
4610,22.0,0.0
4611,29.0,0.0
4612,29.0,0.0
4613,31.0,0.0
4614,31.0,0.0
4615,31.0,0.0
4616,31.0,0.0
4617,31.0,0.0
4618,31.0,0.0
4619,31.0,0.0
4620,31.0,0.0
4621,31.0,0.0
4622,31.0,0.0
4623,31.0,0.0
4624,31.0,0.0
4625,31.0,0.0
4626,31.0,0.0
4627,31.0,0.0
4628,31.0,0.0
4629,31.0,0.0
4630,31.0,0.0
4631,31.0,0.0
4632,31.0,0.0
4633,31.0,0.0
4634,31.0,0.0
4635,31.0,0.0
4636,31.0,0.0
4637,31.0,0.0
4638,31.0,0.0
4639,31.0,0.0
4640,31.0,0.0
4641,31.0,0.0
4642,31.0,0.0
4643,31.0,0.0
4644,31.0,0.0
4645,538.0,0.0
4646,575.0,1.0
4647,645.0,1.0
4648,679.0,3.0
4649,715.0,3.0
4650,745.0,4.0
4651,779.0,5.0
4652,858.0,11.0
4653,961.0,0.0
4654,1039.0,13.0
4655,1097.0,15.0
4656,1108.0,19.0
4657,1149.0,21.0
4658,1149.0,21.0
4659,1149.0,21.0
4660,1149.0,21.0
4661,1149.0,21.0
4662,1149.0,21.0
4663,1149.0,21.0
4664,1149.0,21.0
4665,1149.0,21.0
4666,1149.0,21.0
4667,1149.0,21.0
4668,1149.0,21.0
4669,1149.0,21.0
4670,1149.0,21.0
4671,1149.0,21.0
4672,1149.0,21.0
4673,1149.0,21.0
4674,1149.0,21.0
4675,1149.0,21.0
4676,1149.0,21.0
4677,1149.0,21.0
4678,1149.0,21.0
